combo_id,scenario_id,season,T_hissedilen,hedef_Clo,V_ruzgar,piece_ids,layer_count,total_Clo_C,delta_Clo,rank,aesthetic_score,fashionclip_score,color_score,scorer,collage_path,preference_score,labeler
VC0215,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,SP1464|SP0352|SP1447,3,0.46,0.44,3.774,4.038,,4.038,color_fast,data/assets/combos/VC0215.jpg,,
VC0216,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,SP1473|SP1043|SP0582,3,0.36,0.54,3.772,4.096,,4.096,color_fast,data/assets/combos/VC0216.jpg,,
VC0217,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,SP0043|LV0794|SP1287,3,0.36,0.54,3.765,4.089,,4.089,color_fast,data/assets/combos/VC0217.jpg,,
VC0218,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,SP0059|SP0520|SP1281,3,0.46,0.44,3.686,3.95,,3.95,color_fast,data/assets/combos/VC0218.jpg,,
VC0219,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,SP1215|LV0713|SP0079|LV1087,4,0.41,0.49,3.581,3.875,,3.875,color_fast,data/assets/combos/VC0219.jpg,,
VC0220,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,SP0737|SP0629|SP1447,3,0.46,0.44,3.56,3.824,,3.824,color_fast,data/assets/combos/VC0220.jpg,,
VC0221,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,LV2378|SP1427|SP0001,3,0.46,0.44,3.538,3.802,,3.802,color_fast,data/assets/combos/VC0221.jpg,,
VC0222,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,SP1464|SP0138|SP0011,3,0.46,0.44,3.538,3.802,,3.802,color_fast,data/assets/combos/VC0222.jpg,,
VC0223,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,SP0264|SP0120|SP0624,3,0.46,0.44,3.538,3.802,,3.802,color_fast,data/assets/combos/VC0223.jpg,,
VC0224,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,LV2506|LV1173|SP1278,3,0.36,0.54,3.537,3.861,,3.861,color_fast,data/assets/combos/VC0224.jpg,,
VC0225,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,LV2399|LV2235|LV0020,3,0.36,0.54,3.537,3.861,,3.861,color_fast,data/assets/combos/VC0225.jpg,,
VC0226,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,SP0979|LV0756|SP0608,3,0.36,0.54,3.537,3.861,,3.861,color_fast,data/assets/combos/VC0226.jpg,,
VC0227,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,LV2490|LV0764|SP0522,3,0.36,0.54,3.537,3.861,,3.861,color_fast,data/assets/combos/VC0227.jpg,,
VC0228,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,SP0514|LV2360|SP0621,3,0.36,0.54,3.497,3.821,,3.821,color_fast,data/assets/combos/VC0228.jpg,,
VC0229,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,LV0186|SP0392|SP0006,3,0.46,0.44,3.484,3.748,,3.748,color_fast,data/assets/combos/VC0229.jpg,,
VC0230,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,LV0240|LV2391|SP0506,3,0.36,0.54,3.478,3.802,,3.802,color_fast,data/assets/combos/VC0230.jpg,,
VC0231,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,LV2393|LV2133|SP0691,3,0.36,0.54,3.478,3.802,,3.802,color_fast,data/assets/combos/VC0231.jpg,,
VC0232,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,SP0488|SP1261|SP0400|LV1087,4,0.56,0.34,3.473,3.677,,3.677,color_fast,data/assets/combos/VC0232.jpg,,
VC0233,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,SP0339|SP0543|SP0349|LV0884,4,0.55,0.35,3.473,3.683,,3.683,color_fast,data/assets/combos/VC0233.jpg,,
VC0234,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,LV0531|SP1316|SP0896,3,0.55,0.35,3.447,3.657,,3.657,color_fast,data/assets/combos/VC0234.jpg,,
VC0235,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,LV0130|SP1187|SP0919|LV0932,4,0.5,0.4,3.443,3.683,,3.683,color_fast,data/assets/combos/VC0235.jpg,,
VC0236,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,SP0688|SP1486|SP0484|LV0932,4,0.5,0.4,3.443,3.683,,3.683,color_fast,data/assets/combos/VC0236.jpg,,
VC0237,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,LV0386|SP0418|SP0895|LV0932,4,0.5,0.4,3.443,3.683,,3.683,color_fast,data/assets/combos/VC0237.jpg,,
VC0238,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,LV0246|LV0794|SP1425,3,0.4,0.5,3.437,3.737,,3.737,color_fast,data/assets/combos/VC0238.jpg,,
VC0239,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,SP0105|SP0269|SP1114,3,0.51,0.39,3.423,3.657,,3.657,color_fast,data/assets/combos/VC0239.jpg,,
VC0240,ilkbahar_ruzgarli,ilkbahar,15,0.9,22,SP0917|SP0331|SP0890,3,0.46,0.44,3.393,3.657,,3.657,color_fast,data/assets/combos/VC0240.jpg,,
VC0241,yaz_sicak,yaz,33.24,0.296,5,LV0143|LV1145|SP0750,3,0.3,0.004,5.398,5.0,,5.0,color_fast,data/assets/combos/VC0241.jpg,,
VC0242,yaz_sicak,yaz,33.24,0.296,5,SP0150|SP1371|SP0949,3,0.4,0.104,4.938,5.0,,5.0,color_fast,data/assets/combos/VC0242.jpg,,
VC0243,yaz_sicak,yaz,33.24,0.296,5,LV0537|SP1170|SP1191,3,0.45,0.154,4.66,4.352,,4.352,color_fast,data/assets/combos/VC0243.jpg,,
VC0244,yaz_sicak,yaz,33.24,0.296,5,LV2382|LV0794|SP0562,3,0.3,0.004,4.553,4.155,,4.155,color_fast,data/assets/combos/VC0244.jpg,,
VC0245,yaz_sicak,yaz,33.24,0.296,5,LV2279|LV2532|SP0252,3,0.3,0.004,4.548,4.15,,4.15,color_fast,data/assets/combos/VC0245.jpg,,
VC0246,yaz_sicak,yaz,33.24,0.296,5,LV0297|SP0572|SP1432,3,0.4,0.104,4.493,4.155,,4.155,color_fast,data/assets/combos/VC0246.jpg,,
VC0247,yaz_sicak,yaz,33.24,0.296,5,LV2412|SP0253|SP1205,3,0.4,0.104,4.493,4.155,,4.155,color_fast,data/assets/combos/VC0247.jpg,,
VC0248,yaz_sicak,yaz,33.24,0.296,5,LV0210|LV1221|SP0354,3,0.34,0.044,4.47,4.096,,4.096,color_fast,data/assets/combos/VC0248.jpg,,
VC0249,yaz_sicak,yaz,33.24,0.296,5,LV0282|LV2246|SP1349,3,0.34,0.044,4.412,4.038,,4.038,color_fast,data/assets/combos/VC0249.jpg,,
VC0250,yaz_sicak,yaz,33.24,0.296,5,LV1195|LV2075|SP1349,3,0.3,0.004,4.357,3.959,,3.959,color_fast,data/assets/combos/VC0250.jpg,,
VC0251,yaz_sicak,yaz,33.24,0.296,5,LV0562|SP0857|SP1278,3,0.4,0.104,4.356,4.018,,4.018,color_fast,data/assets/combos/VC0251.jpg,,
VC0252,yaz_sicak,yaz,33.24,0.296,5,LV1195|LV2246|LV0016,3,0.34,0.044,4.238,3.864,,3.864,color_fast,data/assets/combos/VC0252.jpg,,
VC0253,yaz_sicak,yaz,33.24,0.296,5,LV2426|SP0857|LV0016,3,0.4,0.104,4.202,3.864,,3.864,color_fast,data/assets/combos/VC0253.jpg,,
VC0254,yaz_sicak,yaz,33.24,0.296,5,LV0462|LV2391|LV2428,3,0.3,0.004,4.2,3.802,,3.802,color_fast,data/assets/combos/VC0254.jpg,,
VC0255,yaz_sicak,yaz,33.24,0.296,5,SP1286|LV2246|SP0851,3,0.34,0.044,4.124,4.15,,4.15,color_fast,data/assets/combos/VC0255.jpg,,
VC0256,yaz_sicak,yaz,33.24,0.296,5,LV0262|LV0719|SP1205,3,0.3,0.004,4.06,3.662,,3.662,color_fast,data/assets/combos/VC0256.jpg,,
VC0257,yaz_sicak,yaz,33.24,0.296,5,LV0461|LV2200|SP1212,3,0.3,0.004,4.023,3.625,,3.625,color_fast,data/assets/combos/VC0257.jpg,,
VC0258,yaz_sicak,yaz,33.24,0.296,5,LV0206|LV2263|SP1336,3,0.3,0.004,3.997,3.599,,3.599,color_fast,data/assets/combos/VC0258.jpg,,
VC0259,yaz_sicak,yaz,33.24,0.296,5,LV0193|LV2532|SP1425,3,0.3,0.004,3.997,3.599,,3.599,color_fast,data/assets/combos/VC0259.jpg,,
VC0260,yaz_sicak,yaz,33.24,0.296,5,LV1177|SP0281|SP0862,3,0.4,0.104,3.995,3.657,,3.657,color_fast,data/assets/combos/VC0260.jpg,,
VC0261,yaz_sicak,yaz,33.24,0.296,5,SP1499|LV2017|SP0088,3,0.3,0.004,3.993,3.595,,3.595,color_fast,data/assets/combos/VC0261.jpg,,
VC0262,yaz_sicak,yaz,33.24,0.296,5,LV2425|SP0284|SP0039,3,0.45,0.154,3.985,4.077,,4.077,color_fast,data/assets/combos/VC0262.jpg,,
VC0263,yaz_sicak,yaz,33.24,0.296,5,LV0429|LV1139|SP0895,3,0.3,0.004,3.964,3.566,,3.566,color_fast,data/assets/combos/VC0263.jpg,,
VC0264,yaz_sicak,yaz,33.24,0.296,5,LV0593|LV0710|SP0862,3,0.3,0.004,3.964,3.566,,3.566,color_fast,data/assets/combos/VC0264.jpg,,
VC0265,yaz_sicak,yaz,33.24,0.296,5,SP0137|LV0033|SP0582,3,0.3,0.004,3.964,3.566,,3.566,color_fast,data/assets/combos/VC0265.jpg,,
VC0266,yaz_sicak,yaz,33.24,0.296,5,LV0564|LV0782|SP0402,3,0.3,0.004,3.964,3.566,,3.566,color_fast,data/assets/combos/VC0266.jpg,,
VC0267,yaz_sicak,yaz,33.24,0.296,5,LV0267|SP0916|SP1320,3,0.4,0.104,3.963,3.625,,3.625,color_fast,data/assets/combos/VC0267.jpg,,
VC0268,yaz_sicak,yaz,33.24,0.296,5,LV0262|LV0792|SP0895,3,0.3,0.004,3.945,3.547,,3.547,color_fast,data/assets/combos/VC0268.jpg,,
VC0269,yaz_sicak,yaz,33.24,0.296,5,LV2445|SP0154|SP0455,3,0.4,0.104,3.937,3.599,,3.599,color_fast,data/assets/combos/VC0269.jpg,,
VC0270,yaz_sicak,yaz,33.24,0.296,5,LV0202|SP1429|SP0151,3,0.4,0.104,3.937,3.599,,3.599,color_fast,data/assets/combos/VC0270.jpg,,
VC0271,yaz_sicak,yaz,33.24,0.296,5,LV2260|SP0554|SP0384,3,0.45,0.154,3.933,3.625,,3.625,color_fast,data/assets/combos/VC0271.jpg,,
VC0272,yaz_sicak,yaz,33.24,0.296,5,LV0081|SP0788|SP1336,3,0.4,0.104,3.933,3.595,,3.595,color_fast,data/assets/combos/VC0272.jpg,,
VC0273,yaz_sicak,yaz,33.24,0.296,5,LV0262|SP0152|SP1224,3,0.45,0.154,3.933,3.625,,3.625,color_fast,data/assets/combos/VC0273.jpg,,
VC0274,yaz_sicak,yaz,33.24,0.296,5,LV2074|SP0253|SP1349,3,0.4,0.104,3.933,3.595,,3.595,color_fast,data/assets/combos/VC0274.jpg,,
VC0275,yaz_sicak,yaz,33.24,0.296,5,SP0898|SP0291|SP0890,3,0.45,0.154,3.926,4.018,,4.018,color_fast,data/assets/combos/VC0275.jpg,,
VC0276,yaz_sicak,yaz,33.24,0.296,5,LV2420|LV1283|SP0166,3,0.3,0.004,3.924,3.526,,3.526,color_fast,data/assets/combos/VC0276.jpg,,
VC0277,yaz_sicak,yaz,33.24,0.296,5,LV1953|LV0794|SP0774,3,0.3,0.004,3.92,3.522,,3.522,color_fast,data/assets/combos/VC0277.jpg,,
VC0278,yaz_sicak,yaz,33.24,0.296,5,LV2361|SP1100|LV0007,3,0.45,0.154,3.913,3.605,,3.605,color_fast,data/assets/combos/VC0278.jpg,,
VC0279,yaz_sicak,yaz,33.24,0.296,5,LV0562|SP0394|SP0006,3,0.45,0.154,3.913,3.605,,3.605,color_fast,data/assets/combos/VC0279.jpg,,
VC0280,yaz_sicak,yaz,33.24,0.296,5,LV1849|SP0393|SP0142,3,0.45,0.154,3.913,3.605,,3.605,color_fast,data/assets/combos/VC0280.jpg,,
VC0281,yaz_nemli,yaz,37.67,0.25,3,LV0143|LV1145|SP0750,3,0.3,0.05,5.37,5.0,,5.0,color_fast,data/assets/combos/VC0281.jpg,,
VC0282,yaz_nemli,yaz,37.67,0.25,3,SP0150|SP1371|SP0949,3,0.4,0.15,4.91,5.0,,5.0,color_fast,data/assets/combos/VC0282.jpg,,
VC0283,yaz_nemli,yaz,37.67,0.25,3,LV0537|SP1170|SP1191,3,0.45,0.2,4.632,4.352,,4.352,color_fast,data/assets/combos/VC0283.jpg,,
VC0284,yaz_nemli,yaz,37.67,0.25,3,LV2382|LV0794|SP0562,3,0.3,0.05,4.525,4.155,,4.155,color_fast,data/assets/combos/VC0284.jpg,,
VC0285,yaz_nemli,yaz,37.67,0.25,3,LV2279|LV2532|SP0252,3,0.3,0.05,4.52,4.15,,4.15,color_fast,data/assets/combos/VC0285.jpg,,
VC0286,yaz_nemli,yaz,37.67,0.25,3,LV0297|SP0572|SP1432,3,0.4,0.15,4.465,4.155,,4.155,color_fast,data/assets/combos/VC0286.jpg,,
VC0287,yaz_nemli,yaz,37.67,0.25,3,LV2412|SP0253|SP1205,3,0.4,0.15,4.465,4.155,,4.155,color_fast,data/assets/combos/VC0287.jpg,,
VC0288,yaz_nemli,yaz,37.67,0.25,3,LV0210|LV1221|SP0354,3,0.34,0.09,4.442,4.096,,4.096,color_fast,data/assets/combos/VC0288.jpg,,
VC0289,yaz_nemli,yaz,37.67,0.25,3,LV0282|LV2246|SP1349,3,0.34,0.09,4.384,4.038,,4.038,color_fast,data/assets/combos/VC0289.jpg,,
VC0290,yaz_nemli,yaz,37.67,0.25,3,LV1195|LV2075|SP1349,3,0.3,0.05,4.329,3.959,,3.959,color_fast,data/assets/combos/VC0290.jpg,,
VC0291,yaz_nemli,yaz,37.67,0.25,3,LV0562|SP0857|SP1278,3,0.4,0.15,4.328,4.018,,4.018,color_fast,data/assets/combos/VC0291.jpg,,
VC0292,yaz_nemli,yaz,37.67,0.25,3,LV1195|LV2246|LV0016,3,0.34,0.09,4.21,3.864,,3.864,color_fast,data/assets/combos/VC0292.jpg,,
VC0293,yaz_nemli,yaz,37.67,0.25,3,LV2426|SP0857|LV0016,3,0.4,0.15,4.174,3.864,,3.864,color_fast,data/assets/combos/VC0293.jpg,,
VC0294,yaz_nemli,yaz,37.67,0.25,3,LV0462|LV2391|LV2428,3,0.3,0.05,4.172,3.802,,3.802,color_fast,data/assets/combos/VC0294.jpg,,
VC0295,yaz_nemli,yaz,37.67,0.25,3,SP1286|LV2246|SP0851,3,0.34,0.09,4.096,4.15,,4.15,color_fast,data/assets/combos/VC0295.jpg,,
VC0296,yaz_nemli,yaz,37.67,0.25,3,LV0262|LV0719|SP1205,3,0.3,0.05,4.032,3.662,,3.662,color_fast,data/assets/combos/VC0296.jpg,,
VC0297,yaz_nemli,yaz,37.67,0.25,3,LV0461|LV2200|SP1212,3,0.3,0.05,3.995,3.625,,3.625,color_fast,data/assets/combos/VC0297.jpg,,
VC0298,yaz_nemli,yaz,37.67,0.25,3,LV0206|LV2263|SP1336,3,0.3,0.05,3.969,3.599,,3.599,color_fast,data/assets/combos/VC0298.jpg,,
VC0299,yaz_nemli,yaz,37.67,0.25,3,LV0193|LV2532|SP1425,3,0.3,0.05,3.969,3.599,,3.599,color_fast,data/assets/combos/VC0299.jpg,,
VC0300,yaz_nemli,yaz,37.67,0.25,3,LV1177|SP0281|SP0862,3,0.4,0.15,3.967,3.657,,3.657,color_fast,data/assets/combos/VC0300.jpg,,
VC0301,yaz_nemli,yaz,37.67,0.25,3,SP1499|LV2017|SP0088,3,0.3,0.05,3.965,3.595,,3.595,color_fast,data/assets/combos/VC0301.jpg,,
VC0302,yaz_nemli,yaz,37.67,0.25,3,LV2425|SP0284|SP0039,3,0.45,0.2,3.957,4.077,,4.077,color_fast,data/assets/combos/VC0302.jpg,,
VC0303,yaz_nemli,yaz,37.67,0.25,3,LV0429|LV1139|SP0895,3,0.3,0.05,3.936,3.566,,3.566,color_fast,data/assets/combos/VC0303.jpg,,
VC0304,yaz_nemli,yaz,37.67,0.25,3,LV0593|LV0710|SP0862,3,0.3,0.05,3.936,3.566,,3.566,color_fast,data/assets/combos/VC0304.jpg,,
VC0305,yaz_nemli,yaz,37.67,0.25,3,SP0137|LV0033|SP0582,3,0.3,0.05,3.936,3.566,,3.566,color_fast,data/assets/combos/VC0305.jpg,,
VC0306,yaz_nemli,yaz,37.67,0.25,3,LV0564|LV0782|SP0402,3,0.3,0.05,3.936,3.566,,3.566,color_fast,data/assets/combos/VC0306.jpg,,
VC0307,yaz_nemli,yaz,37.67,0.25,3,LV0267|SP0916|SP1320,3,0.4,0.15,3.935,3.625,,3.625,color_fast,data/assets/combos/VC0307.jpg,,
VC0308,yaz_nemli,yaz,37.67,0.25,3,LV0262|LV0792|SP0895,3,0.3,0.05,3.917,3.547,,3.547,color_fast,data/assets/combos/VC0308.jpg,,
VC0309,yaz_nemli,yaz,37.67,0.25,3,LV2445|SP0154|SP0455,3,0.4,0.15,3.909,3.599,,3.599,color_fast,data/assets/combos/VC0309.jpg,,
VC0310,yaz_nemli,yaz,37.67,0.25,3,LV0202|SP1429|SP0151,3,0.4,0.15,3.909,3.599,,3.599,color_fast,data/assets/combos/VC0310.jpg,,
VC0311,yaz_nemli,yaz,37.67,0.25,3,LV2260|SP0554|SP0384,3,0.45,0.2,3.905,3.625,,3.625,color_fast,data/assets/combos/VC0311.jpg,,
VC0312,yaz_nemli,yaz,37.67,0.25,3,LV0081|SP0788|SP1336,3,0.4,0.15,3.905,3.595,,3.595,color_fast,data/assets/combos/VC0312.jpg,,
VC0313,yaz_nemli,yaz,37.67,0.25,3,LV0262|SP0152|SP1224,3,0.45,0.2,3.905,3.625,,3.625,color_fast,data/assets/combos/VC0313.jpg,,
VC0314,yaz_nemli,yaz,37.67,0.25,3,LV2074|SP0253|SP1349,3,0.4,0.15,3.905,3.595,,3.595,color_fast,data/assets/combos/VC0314.jpg,,
VC0315,yaz_nemli,yaz,37.67,0.25,3,SP0898|SP0291|SP0890,3,0.45,0.2,3.898,4.018,,4.018,color_fast,data/assets/combos/VC0315.jpg,,
VC0316,yaz_nemli,yaz,37.67,0.25,3,LV2420|LV1283|SP0166,3,0.3,0.05,3.896,3.526,,3.526,color_fast,data/assets/combos/VC0316.jpg,,
VC0317,yaz_nemli,yaz,37.67,0.25,3,LV1953|LV0794|SP0774,3,0.3,0.05,3.892,3.522,,3.522,color_fast,data/assets/combos/VC0317.jpg,,
VC0318,yaz_nemli,yaz,37.67,0.25,3,LV2361|SP1100|LV0007,3,0.45,0.2,3.885,3.605,,3.605,color_fast,data/assets/combos/VC0318.jpg,,
VC0319,yaz_nemli,yaz,37.67,0.25,3,LV0562|SP0394|SP0006,3,0.45,0.2,3.885,3.605,,3.605,color_fast,data/assets/combos/VC0319.jpg,,
VC0320,yaz_nemli,yaz,37.67,0.25,3,LV1849|SP0393|SP0142,3,0.45,0.2,3.885,3.605,,3.605,color_fast,data/assets/combos/VC0320.jpg,,
